,Line,Count,Description,Level,Degree,Plea,Disposition,Disposition Date,casenumber
1459,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-05-30,18003262MOMS
1460,0,1,DISORDERLY CONDUCT 15-46 (88888888888),C,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-05-30,18003267MOMS
1461,0,1,RESIST OFFICER - INTERFERE W/LEO WITHOUT VIOLENCE (89309 4),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-05-30,18003268MMMA
1462,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-05-30,18003272MMMO
1463,1,2,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-05-30,18003272MMMO
1464,0,1,DISCHARGING A FIREARM IN PUBLIC (79015),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-10-03,18003273MMMO
1465,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-05-30,18003281MMMO
1466,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-05-30,18003281MMMO
1467,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-05,18003305MMMA
1468,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003309MMMA
1469,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003309MMMA
1470,2,3,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003309MMMA
1471,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003320MMMA
1472,0,1,HAVING MORE THAN ONE VALID FL DR LICENSE (32203 1b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-13,18003339CTMA
1473,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003345MMMO
1474,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003350MMMO
1475,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003362MMMA
1476,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-01,18003363MMMO
1477,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-27,18003388CTMA
1478,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-01,18003461MMMA
1479,1,2,GIVING FALSE INFORMATION TO L.E.O. (90136 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-01,18003461MMMA
1480,2,3,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-01,18003461MMMA
1481,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-06,18003465MMMA
1482,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-18,18003470MMMA
1483,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-06,18003484MMMA
1484,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-06,18003484MMMA
1485,0,1,PASSING WORTHLESS CHECKS (83205 2),M,F,,,,18003488MMMW
1486,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-21,18003494MMMA
1487,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-21,18003497MMMA
1488,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-14,18003514MMMO
1489,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-08-21,18003529MMMO
1490,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-07,18003534CTMA
1491,0,1,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-27,18003560MMMA
1492,0,1,CRIMINAL MISCHIEF GENERAL (80613 1b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-20,18003569MMMO
1493,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-09-24,18003578MMMA
1494,1,2,NOISE CONTROL (9999999999),L,,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-09-24,18003578MMMA
1495,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-29,18003583MMMA
1496,0,1,POSSESSION OVER BAG LIMIT RED SNAPPER (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-11,18003584MMMA
1497,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-13,18003590MMMA
1498,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-20,18003591CTMA
1499,1,2,NO MOTOR CYCLE ENDORSEMENT (322034 ),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-20,18003591CTMA
1500,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-20,18003593CTMA
1501,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-13,18003602MMMA
1502,0,1,EXPIRED DL (MORE THAN 6 MONTHS) (32203 5),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003616CTMA
1503,0,1,RETAIL THEFT (812015 6),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-09-17,18003622MMMO
1504,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-19,18003627MMMO
1505,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-26,18003630MMMA
1506,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-05,18003632CTMA
1507,0,1,EXPIRED TAG OVER 6 MONTHS 2ND OR SUBSQ OFFENSE (32007 3c),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-16,18003634CTMA
1508,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-16,18003636CTMA
1509,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-20,18003639CTMA
1510,0,1,POSSESSION OF UNDERSIZED SNAPPER (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-09-06,18003645MMMA
1511,0,1,ATTACH REGISTRATION LICENSE PLATE NOT ASSIGNED (320261),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-01-24,18003656CTMA
1512,0,1,ATTEMPTED POSS OF COUNTERFEIT DL (322212 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-01,18003657CTMA
1513,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-27,18003657MMMA
1514,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-25,18003666MMMA
1515,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003678CTMA
1516,0,1,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-20,18003679CTMA
1517,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-25,18003685MMMA
1518,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-19,18003692CTMA
1519,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-21,18003693CTMA
1520,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-16,18003702CTMA
1521,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-16,18003705CTMA
1522,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-19,18003713CTMA
1523,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-18,18003714MMMA
1524,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-18,18003714MMMA
1525,2,3,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-18,18003714MMMA
1526,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-18,18003720MMMA
1527,1,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-18,18003720MMMA
1528,0,1,RETAIL THEFT (8120152),M,F,,,,18003734MMMA
1529,0,1,NO VALID DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-26,18003740CTMA
1530,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-07,18003745MMMA
1531,1,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-07,18003745MMMA
1532,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-11,18003747MMMA
1533,0,1,CRUELTY TO ANIMALS (82812 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-20,18003754MMMO
1534,0,1,CRUELTY TO ANIMALS (82812 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-20,18003755MMMO
1535,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-19,18003758MMMA
1536,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,,,18003767MMMA
1537,0,1,TRESPASSING AFTER WARNING (81009 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-20,18003772MMMO
1538,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-20,18003776MMMA
1539,1,2,RESISTING MERCHANT (812015 6),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-20,18003776MMMA
1540,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003786CTMA
1541,0,1,MAKE HARASSING PHONE CALL (36516 1b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-01,18003789MMMA
1542,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-20,18003793MMMO
1543,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-20,18003793MMMO
1544,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003794CTMA
1545,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003797CTMA
1546,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003814CTMA
1547,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-09,18003814MMMA
1548,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-01-29,18003816CTMA
1549,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-13,18003840MMMA
1550,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-20,18003841CTMA
1551,0,1,NO MOTOR CYCLE ENDORSEMENT (322034 ),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-29,18003843CTMA
1552,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-25,18003855MMMO
1553,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-21,18003865CTMA
1554,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-02,18003878MMMA
1555,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-02,18003878MMMA
1556,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-27,18003891CTMA
1557,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-26,18003896CTMA
1558,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-11,18003898MMMA
1559,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-31,18003899MMMA
1560,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-30,18003917CTMA
1561,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-07,18003919CTMA
1562,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-09,18003940MMMA
1563,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-03-19,18003949MMMA
1564,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-19,18003954CTMA
1565,0,1,AFFRAYS (87001 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-01-03,18003956MMMA
1566,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-16,18003957MMMA
1567,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003971CTMA
1568,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-21,18003974CTMA
1569,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-14,18003977CTMA
1570,0,1,VIOLATION OF AN INJUCTION FOR PROTECTION AGAINST DOM. VIOL. (74131 4a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-08,18003980MMMA
1571,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-10,18003986MMMO
1572,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-10,18003986MMMO
1573,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-27,18003989MOMS
1574,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2b),M,F,,,,18003990CTMA
1575,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-16,18003991MMMA
1576,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-16,18003991MMMA
1577,0,1,CRIMINAL  MISCHIEF (OVER  200 DOLLARS UNDER 1000 DOLLARS) (80613 1b2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-08-06,18004001MMMA
1578,0,1,POSS OVER THE LIMIT OF SHARK (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-29,18004009MMMA
1579,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-29,18004023MMMO
1580,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-29,18004025MMMA
1581,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-29,18004033MMMA
1582,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-29,18004038MMMO
1583,1,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-29,18004038MMMO
1584,0,1,RETAIL THEFT (812015 6),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-09,18004053MMMA
1585,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-16,18004056MMMA
1586,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-13,18004058MMMA
1587,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-13,18004058MMMA
1588,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-21,18004059CTMA
1589,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-21,18004061CTMA
1590,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-20,18004065MMMA
1591,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-09-17,18004076MMMA
1592,0,1,TRESPASSING AFTER WARNING (81009 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-06,18004082MMMO
1593,0,1,ATTACH REGISTRATION LICENSE PLATE NOT ASSIGNED (320261),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-05,18004096CTMA
1594,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-25,18004098MMMA
1595,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-27,18004099MMMA
1596,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-01-02,18004107CTMA
1597,0,1,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-08-01,18004113MMMA
1598,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-13,18004117MMMA
1599,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-13,18004117MMMA
1600,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-12,18004118CTMA
1601,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-08-30,18004119MMMA
1602,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-28,18004126CTMA
1603,0,1,POSSESSION OVER BAG LIMIT RED SNAPPER (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-23,18004127MMMA
1604,0,1,LEAVE SCENE OF ACCIDENT INVOLVE DAMAGE TO PROP (316061),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-19,18004133CTMA
1605,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-06,18004134MMMO
1606,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-06,18004145MMMO
1607,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-10-24,18004182MMMA
1608,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-01-24,18004185CTMA
1609,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-12,18004188CTMA
1610,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-20,18004188MMMA
1611,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-19,18004221CTMA
1612,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-07-11,18004231MMMA
1613,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-06,18004234MMMA
1614,0,1,LEAVE SCENE OF ACCIDENT INVOLVE DAMAGE TO PROP (316061),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-05,18004250CTMA
