,Line,Date,Event,Judge,Location,Result,casenumber
874,3,2016-10-03 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16002829MMMA
875,4,2016-09-30 11:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,16002829MMMA
876,5,2016-04-15 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,16002829MMMA
877,6,2016-04-14 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,16002829MMMA
878,0,2017-08-21 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,16003043MMMO
879,1,2017-06-15 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003043MMMO
880,2,2017-05-19 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003043MMMO
881,3,2017-05-18 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16003043MMMO
882,4,2016-04-27 08:30:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Pre Trial,16003043MMMO
883,5,2016-04-26 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16003043MMMO
884,0,2017-01-24 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,16003044CTMA
885,1,2016-12-09 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16003044CTMA
886,2,2016-11-29 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",,Failed To Appear,16003044CTMA
887,3,2016-09-23 08:30:00,ARRAIGNMENT,"VANN, SHANE",,DISPOSED D,16003044CTMA
888,4,2016-09-21 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003044CTMA
889,0,2017-05-05 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Sentenced,16003097MMMA
890,1,2017-05-03 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003097MMMA
891,2,2017-05-01 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,16003097MMMA
892,3,2016-05-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,16003097MMMA
893,0,2017-05-18 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,16003098MMMA
894,1,2016-10-06 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",,Pre Trial,16003098MMMA
895,2,2016-08-11 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",,Continued,16003098MMMA
896,3,2016-06-16 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",,Continued,16003098MMMA
897,4,2016-05-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003098MMMA
898,0,2016-08-16 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,PLED PRIOR TO COURT,16003113MMMA
899,1,2016-06-15 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003113MMMA
900,2,2016-06-12 08:00:00,FIRST APPEARANCE,"FENSOM, JAMES B",ANNEX CRIMINAL COURTROOM D,Not Assigned,16003113MMMA
901,3,2016-05-18 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,OTHER,16003113MMMA
902,0,2017-07-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,No Information filed by SAO,16003170MMMA
903,1,2017-07-11 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003170MMMA
904,2,2017-05-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003170MMMA
905,3,2017-05-16 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003170MMMA
906,4,2017-04-04 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003170MMMA
907,5,2017-03-21 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003170MMMA
908,6,2017-01-24 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003170MMMA
909,7,2016-08-09 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,PLED PRIOR TO COURT,16003170MMMA
910,8,2016-06-28 13:30:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,16003170MMMA
911,9,2016-06-14 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,Continued,16003170MMMA
912,10,2016-05-04 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003170MMMA
913,11,2016-04-30 08:00:00,FIRST APPEARANCE,"FISHEL, JOHN L II",JUVENILE JUSTICE EAST COURTROOM,Not Assigned,16003170MMMA
914,0,2016-06-21 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Pre Trial,16003223MMMA
915,1,2016-05-16 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003223MMMA
916,0,2016-07-07 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,PLED PRIOR TO COURT,16003260MMMA
917,1,2016-06-16 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,Continued,16003260MMMA
918,2,2016-05-13 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003260MMMA
919,0,2016-06-21 13:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Pre Trial,16003261MMMA
920,1,2016-05-18 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003261MMMA
921,0,2017-03-21 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,PLED PRIOR TO COURT,16003342CTMA
922,1,2017-02-07 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003342CTMA
923,2,2017-01-24 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003342CTMA
924,3,2016-11-29 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,Continued,16003342CTMA
925,4,2016-11-22 10:00:00,MOTION HEARING,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,16003342CTMA
926,5,2016-11-15 09:00:00,MOTION HEARING,"VANN, SHANE",,DISPOSED D,16003342CTMA
927,6,2016-09-23 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003342CTMA
928,7,2016-09-21 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,16003342CTMA
929,0,2017-03-02 13:30:00,PRE TRIAL CONFERENCE,"CAMPBELL, TIMOTHY CRAIG",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,16003412CTMA
930,1,2017-01-17 08:30:00,JURY TRIAL,"CAMPBELL, TIMOTHY CRAIG",COURTHOUSE 2ND FLOOR - WEST,Continued,16003412CTMA
931,2,2016-12-08 13:30:00,TRIAL MANAGEMENT,"CAMPBELL, TIMOTHY CRAIG",,Continued,16003412CTMA
932,3,2016-11-10 13:30:00,PRE TRIAL CONFERENCE,"CAMPBELL, TIMOTHY CRAIG",,Continued,16003412CTMA
933,4,2016-10-10 13:00:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Continued,16003412CTMA
934,0,2016-08-22 08:30:00,JURY TRIAL,"GRAMMER, JOE",,Pre Trial,16003441MMMA
935,1,2016-07-19 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",,Continued,16003441MMMA
936,2,2016-06-21 13:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Continued,16003441MMMA
937,3,2016-05-18 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003441MMMA
938,0,2019-08-28 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",DISPOSED D,16003484CTMA
939,1,2019-08-24 08:00:00,FIRST APPEARANCE,"GAY, SHONNA YOUNG","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,16003484CTMA
940,2,2017-03-21 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,16003484CTMA
941,3,2017-02-07 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003484CTMA
942,4,2017-01-24 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003484CTMA
943,5,2017-01-17 09:30:00,MOTION HEARING,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,16003484CTMA
944,6,2016-12-13 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,16003484CTMA
945,7,2016-11-29 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,Continued,16003484CTMA
946,8,2016-10-17 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003484CTMA
947,0,2016-10-26 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,16003518CTMA
948,0,2017-01-17 08:30:00,JURY TRIAL,"CAMPBELL, TIMOTHY CRAIG",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,16003527CTMA
949,1,2016-12-08 13:30:00,TRIAL MANAGEMENT,"CAMPBELL, TIMOTHY CRAIG",,Continued,16003527CTMA
950,2,2016-11-10 13:30:00,PRE TRIAL CONFERENCE,"CAMPBELL, TIMOTHY CRAIG",,Continued,16003527CTMA
951,3,2016-10-10 13:00:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Continued,16003527CTMA
952,4,2016-10-07 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16003527CTMA
953,0,2017-02-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Failed To Appear,16003627CTMA
954,1,2017-01-26 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,16003627CTMA
955,2,2016-12-01 13:30:00,PRETRIAL CONFERENCE,"VANN, SHANE",,Continued,16003627CTMA
956,3,2016-10-24 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003627CTMA
957,0,2016-10-26 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,16003690CTMA
958,1,2016-10-23 08:30:00,FIRST APPEARANCE,"MALLORY, PETER A",MINI COURTROOM 2ND FLOOR,Not Assigned,16003690CTMA
959,0,2019-08-08 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,16003750CTMA
960,1,2019-02-21 10:30:00,PRETRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,16003750CTMA
961,2,2019-01-24 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
962,3,2018-12-27 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
963,4,2018-11-20 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
964,5,2018-11-01 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
965,6,2018-10-04 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
966,7,2018-09-06 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
967,8,2018-08-20 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
968,9,2018-06-14 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
969,10,2018-05-17 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
970,11,2017-10-31 13:30:00,MOTIONS,"GRAMMER, JOE","JUDGES CHAMBERS, 3RD FLOOR",Not Assigned,16003750CTMA
971,12,2017-05-18 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,16003750CTMA
972,13,2017-04-20 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
973,14,2017-03-23 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
974,15,2017-02-23 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
975,16,2017-01-19 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003750CTMA
976,17,2016-12-29 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Continued,16003750CTMA
977,18,2016-11-02 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003750CTMA
978,19,2016-10-31 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,16003750CTMA
979,0,2019-08-08 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,16003751CTMA
980,1,2019-02-21 10:30:00,PRETRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,16003751CTMA
981,2,2019-01-24 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
982,3,2018-12-27 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
983,4,2018-11-20 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
984,5,2018-11-01 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
985,6,2018-10-04 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
986,7,2018-09-06 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
987,8,2018-08-20 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
988,9,2018-06-14 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
989,10,2018-05-17 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
990,11,2017-10-31 13:30:00,MOTIONS,"GRAMMER, JOE","JUDGES CHAMBERS, 3RD FLOOR",Not Assigned,16003751CTMA
991,12,2017-05-18 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,16003751CTMA
992,13,2017-04-20 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
993,14,2017-03-23 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
994,15,2017-02-23 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
995,16,2017-01-19 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003751CTMA
996,17,2016-12-29 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Continued,16003751CTMA
997,18,2016-11-02 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003751CTMA
998,19,2016-10-31 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,16003751CTMA
999,0,2019-08-08 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,16003752CTMA
1000,1,2019-02-21 10:30:00,PRETRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,16003752CTMA
1001,2,2019-01-24 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1002,3,2018-12-27 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1003,4,2018-11-20 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1004,5,2018-11-01 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1005,6,2018-10-04 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1006,7,2018-09-06 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1007,8,2018-08-20 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1008,9,2018-06-14 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1009,10,2018-05-17 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1010,11,2017-10-31 13:30:00,MOTIONS,"GRAMMER, JOE","JUDGES CHAMBERS, 3RD FLOOR",Not Assigned,16003752CTMA
1011,12,2017-05-18 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,16003752CTMA
1012,13,2017-04-20 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1013,14,2017-03-23 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1014,15,2017-02-23 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1015,16,2017-01-19 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003752CTMA
1016,17,2016-12-29 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Continued,16003752CTMA
1017,18,2016-11-02 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003752CTMA
1018,19,2016-10-31 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,16003752CTMA
1019,0,2016-11-29 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,PLED PRIOR TO COURT,16003801MMMA
1020,1,2016-10-18 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,16003801MMMA
1021,2,2016-10-04 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,Continued,16003801MMMA
1022,3,2016-08-23 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,16003801MMMA
1023,4,2016-08-09 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,Continued,16003801MMMA
1024,5,2016-06-01 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003801MMMA
1025,6,2016-05-30 08:00:00,FIRST APPEARANCE,"FISHEL, JOHN L II",JUVENILE JUSTICE EAST COURTROOM,Not Assigned,16003801MMMA
1026,0,2017-03-06 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,16003865CTMA
1027,1,2016-12-29 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Continued,16003865CTMA
1028,2,2016-11-30 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003865CTMA
1029,0,2017-01-24 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Failed To Appear,16003892CTMA
1030,1,2016-11-16 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16003892CTMA
1031,0,2017-03-27 13:00:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,No Information filed by SAO,16003934MOMS
1032,1,2017-03-24 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16003934MOMS
1033,2,2016-06-08 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,16003934MOMS
1034,3,2016-06-07 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Pre Trial,16003934MOMS
1035,0,2017-08-21 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Failed To Appear,16003970MOMS
1036,1,2017-06-15 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16003970MOMS
1037,2,2017-05-17 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16003970MOMS
1038,3,2017-05-15 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16003970MOMS
1039,4,2016-06-10 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,16003970MOMS
1040,5,2016-06-08 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Pre Trial,16003970MOMS
1041,0,2016-12-07 08:30:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Pre Trial,16003992CTMA
1042,0,2019-08-15 08:30:00,PRE TRIAL CONFERENCE,"CAMPBELL, TIMOTHY CRAIG",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,16003994MMMO
1043,1,2019-06-17 13:00:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,16003994MMMO
1044,2,2019-06-13 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,16003994MMMO
1045,3,2016-06-20 13:00:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Pre Trial,16003994MMMO
1046,0,2017-03-06 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,16004012CTMA
1047,1,2016-12-29 10:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Continued,16004012CTMA
1048,2,2016-11-28 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16004012CTMA
1049,3,2016-11-25 14:00:00,FIRST APPEARANCE,"CLARK, BRANTLEY SCOTT JR",,Not Assigned,16004012CTMA
1050,0,2017-08-18 08:30:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,No Information filed by SAO,16004056CTMA
1051,1,2017-08-15 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,16004056CTMA
1052,2,2016-12-05 13:00:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Pre Trial,16004056CTMA
1053,0,2016-10-17 08:30:00,JURY TRIAL,"GRAMMER, JOE",,PLED PRIOR TO COURT,16004113MMMA
1054,1,2016-08-16 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Continued,16004113MMMA
1055,2,2016-08-01 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,16004113MMMA
1056,3,2016-06-15 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16004113MMMA
1057,4,2016-06-12 08:00:00,FIRST APPEARANCE,"FENSOM, JAMES B",ANNEX CRIMINAL COURTROOM D,Not Assigned,16004113MMMA
1058,0,2016-08-09 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,PLED PRIOR TO COURT,16004126MMMA
1059,1,2016-06-27 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16004126MMMA
1060,0,2017-03-23 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,No Information filed by SAO,16004128MMMA
1061,1,2017-02-23 10:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,16004128MMMA
1062,2,2017-01-25 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16004128MMMA
1063,3,2017-01-23 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16004128MMMA
1064,4,2016-08-16 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",,Pre Trial,16004128MMMA
1065,5,2016-06-17 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,16004128MMMA
1066,6,2016-06-15 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16004128MMMA
1067,0,2016-12-12 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,16004166CTMA
1068,1,2016-12-09 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Pre Trial,16004166CTMA
1069,0,2017-01-24 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,16004168CTMA
1070,1,2016-12-12 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Continued,16004168CTMA
1071,2,2016-12-09 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,16004168CTMA
1072,0,2017-01-06 08:30:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Pre Trial,16004209CTMA
